V1,issue,Dem_quote_text,Repub_quote_text,ideo,pid,ranking1,ranking3,gender,age,race,Repub_both,Repub_quote,Repub_issue,Repub_neither,approval,Dem_both,Dem_quote,Dem_issue,Dem_neither,approval
R_C9LNf2TsNQlOJBT,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Independent,Jobs,Immigration,Male,25-34,White/Caucasian,,,,,,,1,,,Approve somewhat
R_3McHCqIN4BXQfyW,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Not sure,Health care,Social security,Female,45-54,White/Caucasian,,,,1,Neither approve nor disapprove,,,,,
R_30dfldp2AXlwnLt,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,National security,Immigration,Male,55-64,White/Caucasian,1,,,,Approve strongly,,,,,
R_3NCKG3zKswjiY9u,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Not sure,Environment,Health care,Male,25-34,White/Caucasian,1,,,,Neither approve nor disapprove,,,,,
R_3sulpzh5GCCkTs6,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Independent,Education,Jobs,Female,25-34,White/Caucasian,,1,,,Disapprove somewhat,,,,,
R_1eDBUglEmqOCIHe,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Weak Democrat,Social security,Crime,Male,65 or over,African American,,,,,,,1,,,Neither approve nor disapprove
R_1PdyTl0JVW7SswO,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Independent,National security,Health care,Male,55-64,White/Caucasian,,,,,,,1,,,Disapprove strongly
R_12upoFcru6wLPpF,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Weak Republican,Jobs,Immigration,Male,18-24,White/Caucasian,,1,,,Neither approve nor disapprove,,,,,
R_1mhdPhSNib6TKkt,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Crime,Health care,Female,18-24,Hispanic,,,,,,,,1,,Approve strongly
R_2YocbC1lq95tr0f,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Strong Republican,National security,Health care,Male,35-44,White/Caucasian,1,,,,Approve somewhat,,,,,
R_1nVlzDn2l1Nigl7,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Republican,Jobs,Health care,Female,45-54,White/Caucasian,,1,,,Disapprove somewhat,,,,,
R_3R1JjY2ke0Ts4ud,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Lean Democrat,Environment,Education,Female,25-34,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_2thhvl2aoCjobP1,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Strong Democrat,Environment,Education,Female,25-34,White/Caucasian,,,,,,,,,1,Neither approve nor disapprove
R_3HIEGZMognFiids,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Immigration,National security,Female,65 or over,White/Caucasian,1,,,,Approve strongly,,,,,
R_2v0pMFJQMp8lRAJ,National security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,National security,Health care,Male,45-54,White/Caucasian,,1,,,Approve strongly,,,,,
R_2rvK9TCTkPDlN2v,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Weak Democrat,Health care,Education,Female,35-44,Asian,,,,,,1,,,,Neither approve nor disapprove
R_RrVSpGPoDi1qhXj,Terrorism,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Weak Republican,Crime,Terrorism,Female,55-64,White/Caucasian,,,1,,Neither approve nor disapprove,,,,,
R_1FhV8ydNKs3ZIsN,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Jobs,Health care,Male,25-34,African American,,,,,,1,,,,Disapprove somewhat
R_1Kj8j1hEyRyRAh7,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Health care,Crime,Female,55-64,White/Caucasian,,,,,,1,,,,Approve somewhat
R_3OrmSzwYyMklRUC,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Lean Republican,Social security,Crime,Male,35-44,White/Caucasian,,,1,,Approve strongly,,,,,
R_28P1gco0o3jci8Q,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Weak Democrat,Education,Jobs,Female,25-34,White/Caucasian,,,,,,,1,,,Neither approve nor disapprove
R_3HGLOV9z8qb1At3,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Not Sure,Weak Democrat,Crime,Education,Female,25-34,Hispanic,,,,,,1,,,,Approve somewhat
R_3NRqmILrtQAcBPo,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Lean Democrat,Environment,Jobs,Female,18-24,Asian,,,,,,1,,,,Approve somewhat
R_1rPPPI0jnt6HBRs,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Immigration,Social security,Female,55-64,White/Caucasian,1,,,,Approve strongly,,,,,
R_yX4xCWTmnOX80qB,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Independent,Health care,Environment,Female,55-64,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_tQyInpSbCRlycmZ,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Immigration,Health care,Male,35-44,Asian,1,,,,Approve somewhat,,,,,
R_3DnZtN4OWjSG5AO,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Independent,Jobs,Crime,Female,18-24,African American,1,,,,Approve somewhat,,,,,
R_0lyG2RYps9cQuid,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Environment,Drug addiction,Female,18-24,White/Caucasian,,1,,,Neither approve nor disapprove,,,,,
R_3oGSdEURP6dCRf4,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Strong Democrat,Health care,Environment,Female,55-64,African American,,,,,,,1,,,Approve strongly
R_2ScQlm4gkEi0prN,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Democrat,Health care,Jobs,Female,45-54,White/Caucasian,,,,,,1,,,,Disapprove strongly
R_u7wA3YX1YxxbYOZ,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Strong Democrat,Health care,Immigration,Female,55-64,Hispanic,,,,,,,1,,,Approve somewhat
R_27CnUN2DAJAk72D,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Democrat,Crime,Immigration,Male,45-54,Hispanic,,,,,,1,,,,Approve strongly
R_3EYj9jVPt9ao6AF,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Immigration,National security,Male,65 or over,White/Caucasian,,1,,,Approve strongly,,,,,
R_3JrCbBoGOpq0ZC6,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Republican,Health care,Jobs,Male,25-34,Hispanic,1,,,,Approve strongly,,,,,
R_swgnNUDGOwlltw5,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Crime,Crime,Female,25-34,White/Caucasian,,1,,,Approve strongly,,,,,
R_1ewJDnv9D97ceTO,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Lean Republican,Health care,Crime,Female,35-44,White/Caucasian,1,,,,Approve somewhat,,,,,
R_6oiUY0cw2DxkpAR,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Lean Democrat,Jobs,Health care,Female,45-54,Asian,,,,,,1,,,,Approve somewhat
